"ID","Localidad","Lat","Lon","Precip_1h","Precip_24h","Precip_48h","Prob_Max","Pico_Valor","Zona_Llobregat","Timestamp_Captura"
1,"Punto grid",41.2806,1.3658,0,1.2,4.6,93,1,"DELTA",2026-02-04 13:24:26.580417
2,"Punto grid",41.3206,1.3658,0,1.9,6.4,98,1.3,"DELTA",2026-02-04 13:24:26.707731
3,"Punto grid",41.3606,1.3658,0,2.6,8.6,98,1.4,"DELTA",2026-02-04 13:24:26.818677
4,"Punto grid",41.4006,1.3658,0,2.6,8.6,98,1.4,"BAJO LLOBREGAT",2026-02-04 13:24:26.928671
5,"Punto grid",41.4406,1.3658,0,2.6,11.8,98,2.2,"BAJO LLOBREGAT",2026-02-04 13:24:27.039135
6,"Punto grid",41.4806,1.3658,0,1.8,13.6,98,3,"BAJO LLOBREGAT",2026-02-04 13:24:27.150095
7,"Punto grid",41.5206,1.3658,0,1.8,13.6,98,3,"BAJO LLOBREGAT",2026-02-04 13:24:27.26345
8,"Punto grid",41.5606,1.3658,0,1.3,16.5,98,3.7,"BAJO LLOBREGAT",2026-02-04 13:24:27.373913
9,"Punto grid",41.6006,1.3658,0,0.9,16.9,98,4.4,"BAJO LLOBREGAT",2026-02-04 13:24:27.482767
10,"Punto grid",41.6406,1.3658,0,0.9,16.9,98,4.4,"BAJO LLOBREGAT",2026-02-04 13:24:27.594388
11,"Punto grid",41.6806,1.3658,0,1,16.5,98,4.7,"BAJO LLOBREGAT",2026-02-04 13:24:27.704886
12,"Punto grid",41.7206,1.3658,0,1.3,17.9,98,5,"MEDIO LLOBREGAT",2026-02-04 13:24:27.817038
13,"Punto grid",41.7606,1.3658,0,1.3,17.9,98,5,"MEDIO LLOBREGAT",2026-02-04 13:24:27.930012
14,"Punto grid",41.8006,1.3658,0,1,19.3,98,5.5,"MEDIO LLOBREGAT",2026-02-04 13:24:28.04162
15,"Punto grid",41.8406,1.3658,0,1,19.3,98,5.5,"MEDIO LLOBREGAT",2026-02-04 13:24:28.150467
16,"Punto grid",41.8806,1.3658,0,1.3,21.6,98,5.4,"MEDIO LLOBREGAT",2026-02-04 13:24:28.261944
17,"Punto grid",41.9206,1.3658,0,1.8,25.9,98,6.8,"MEDIO LLOBREGAT",2026-02-04 13:24:28.371224
18,"Punto grid",41.9606,1.3658,0,1.8,25.9,98,6.8,"MEDIO LLOBREGAT",2026-02-04 13:24:28.480534
19,"Punto grid",42.0006,1.3658,0,2.1,28.8,98,10.8,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-04 13:24:28.588896
20,"Punto grid",42.0406,1.3658,0,2.1,30.3,98,12.4,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-04 13:24:28.697234
21,"Punto grid",42.0806,1.3658,0,2.1,29.9,100,11.2,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-04 13:24:28.806625
22,"Punto grid",42.1206,1.3658,0,0.6,18.9,100,4.4,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-04 13:24:28.915787
23,"Punto grid",42.1606,1.3658,0,1.3,16.2,100,4.9,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-04 13:24:29.024642
24,"Punto grid",42.2006,1.3658,0,0.2,21.6,100,5.6,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-04 13:24:29.134159
25,"Punto grid",42.2406,1.3658,0,0,29.1,100,11.2,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-04 13:24:29.243822
26,"Punto grid",42.2806,1.3658,0,0,23.3,100,5.3,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-04 13:24:29.353541
27,"Punto grid",41.2806,1.4058,0,1.2,4.6,93,1,"DELTA",2026-02-04 13:24:29.464657
28,"Punto grid",41.3206,1.4058,0,1.9,6.4,98,1.3,"DELTA",2026-02-04 13:24:29.575111
29,"Punto grid",41.3606,1.4058,0,2.6,8.6,98,1.4,"DELTA",2026-02-04 13:24:29.686696
30,"Punto grid",41.4006,1.4058,0,2.9,12.5,98,2.4,"BAJO LLOBREGAT",2026-02-04 13:24:29.795579
31,"Punto grid",41.4406,1.4058,0,2.6,11.8,98,2.2,"BAJO LLOBREGAT",2026-02-04 13:24:29.905484
32,"Punto grid",41.4806,1.4058,0,1.8,13.6,98,3,"BAJO LLOBREGAT",2026-02-04 13:24:30.014349
33,"Punto grid",41.5206,1.4058,0,1.8,13.6,98,3,"BAJO LLOBREGAT",2026-02-04 13:24:30.124204
34,"Punto grid",41.5606,1.4058,0,1.3,16.5,98,3.7,"BAJO LLOBREGAT",2026-02-04 13:24:30.23288
35,"Punto grid",41.6006,1.4058,0,0.9,16.9,98,4.4,"BAJO LLOBREGAT",2026-02-04 13:24:30.343414
36,"Punto grid",41.6406,1.4058,0,0.9,16.9,98,4.4,"BAJO LLOBREGAT",2026-02-04 13:24:30.452346
37,"Punto grid",41.6806,1.4058,0,1,16.5,98,4.7,"BAJO LLOBREGAT",2026-02-04 13:24:30.562026
38,"Punto grid",41.7206,1.4058,0,1.3,17.9,98,5,"MEDIO LLOBREGAT",2026-02-04 13:24:30.671721
39,"Punto grid",41.7606,1.4058,0,1.3,17.9,98,5,"MEDIO LLOBREGAT",2026-02-04 13:24:30.779862
40,"Punto grid",41.8006,1.4058,0,1,19.3,98,5.5,"MEDIO LLOBREGAT",2026-02-04 13:24:30.890178
41,"Punto grid",41.8406,1.4058,0,1,19.3,98,5.5,"MEDIO LLOBREGAT",2026-02-04 13:24:30.99891
42,"Punto grid",41.8806,1.4058,0,1.3,21.6,98,5.4,"MEDIO LLOBREGAT",2026-02-04 13:24:31.108516
43,"Punto grid",41.9206,1.4058,0,1.8,25.9,98,6.8,"MEDIO LLOBREGAT",2026-02-04 13:24:31.217749
44,"Punto grid",41.9606,1.4058,0,1.8,25.9,98,6.8,"MEDIO LLOBREGAT",2026-02-04 13:24:31.326905
45,"Punto grid",42.0006,1.4058,0,2.1,28.8,98,10.8,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-04 13:24:31.435884
46,"Punto grid",42.0406,1.4058,0,2.1,30.3,98,12.4,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-04 13:24:31.54195
47,"Punto grid",42.0806,1.4058,0,2.1,30.3,100,12.4,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-04 13:24:31.650679
48,"Punto grid",42.1206,1.4058,0,0.8,17.4,100,4.6,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-04 13:24:31.759651
49,"Punto grid",42.1606,1.4058,0,0.7,18.3,100,5.4,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-04 13:24:31.869809
50,"Punto grid",42.2006,1.4058,0,0.2,19.7,100,5.1,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-04 13:24:31.978511
51,"Punto grid",42.2406,1.4058,0,0,27.2,100,11.2,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-04 13:24:32.087626
52,"Punto grid",42.2806,1.4058,0,0,24,100,7.6,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-04 13:24:32.196933
53,"Punto grid",41.2806,1.4458,0,1.4,4.6,93,1,"DELTA",2026-02-04 13:24:32.305817
54,"Punto grid",41.3206,1.4458,0,1.9,6.3,95,1.1,"DELTA",2026-02-04 13:24:32.414867
55,"Punto grid",41.3606,1.4458,0,2.6,9.1,95,1.6,"DELTA",2026-02-04 13:24:32.523223
56,"Punto grid",41.4006,1.4458,0,2.6,9.1,95,1.6,"BAJO LLOBREGAT",2026-02-04 13:24:32.629991
57,"Punto grid",41.4406,1.4458,0,2.9,12.5,98,2.4,"BAJO LLOBREGAT",2026-02-04 13:24:32.738511
58,"Punto grid",41.4806,1.4458,0,2.4,14.9,98,3.2,"BAJO LLOBREGAT",2026-02-04 13:24:32.849676
59,"Punto grid",41.5206,1.4458,0,2.4,14.9,98,3.2,"BAJO LLOBREGAT",2026-02-04 13:24:32.959915
60,"Punto grid",41.5606,1.4458,0,1.6,16.6,98,3.8,"BAJO LLOBREGAT",2026-02-04 13:24:33.069086
61,"Punto grid",41.6006,1.4458,0,1.4,17.6,98,4.3,"BAJO LLOBREGAT",2026-02-04 13:24:33.180469
62,"Punto grid",41.6406,1.4458,0,1.4,17.6,98,4.3,"BAJO LLOBREGAT",2026-02-04 13:24:33.289592
63,"Punto grid",41.6806,1.4458,0,1.4,16.8,98,4.6,"BAJO LLOBREGAT",2026-02-04 13:24:33.398881
64,"Punto grid",41.7206,1.4458,0,1.4,17.5,98,5.1,"MEDIO LLOBREGAT",2026-02-04 13:24:33.507959
65,"Punto grid",41.7606,1.4458,0,1.4,17.5,98,5.1,"MEDIO LLOBREGAT",2026-02-04 13:24:33.616526
66,"Punto grid",41.8006,1.4458,0,1.5,17.6,98,5.1,"MEDIO LLOBREGAT",2026-02-04 13:24:33.725424
67,"Punto grid",41.8406,1.4458,0,1.5,17.6,98,5.1,"MEDIO LLOBREGAT",2026-02-04 13:24:33.834677
68,"Punto grid",41.8806,1.4458,0,1.7,20,98,5.2,"MEDIO LLOBREGAT",2026-02-04 13:24:33.944609
69,"Punto grid",41.9206,1.4458,0,1.8,24,98,5.9,"MEDIO LLOBREGAT",2026-02-04 13:24:34.053665
