"ID","Localidad","Lat","Lon","Precip_1h","Precip_24h","Precip_48h","Prob_Max","Pico_Valor","Zona_Llobregat","Timestamp_Captura"
1,"Punto grid",41.2806,1.3658,0,1.2,4.6,93,1,"DELTA",2026-02-04 14:29:00.499471
2,"Punto grid",41.3206,1.3658,0,1.9,6.4,98,1.3,"DELTA",2026-02-04 14:29:00.685816
3,"Punto grid",41.3606,1.3658,0,2.6,8.6,98,1.4,"DELTA",2026-02-04 14:29:00.855294
4,"Punto grid",41.4006,1.3658,0,2.6,8.6,98,1.4,"BAJO LLOBREGAT",2026-02-04 14:29:01.024315
5,"Punto grid",41.4406,1.3658,0,2.6,11.8,98,2.2,"BAJO LLOBREGAT",2026-02-04 14:29:01.194214
6,"Punto grid",41.4806,1.3658,0,1.8,13.6,98,3,"BAJO LLOBREGAT",2026-02-04 14:29:01.363455
7,"Punto grid",41.5206,1.3658,0,1.8,13.6,98,3,"BAJO LLOBREGAT",2026-02-04 14:29:01.532688
8,"Punto grid",41.5606,1.3658,0,1.3,16.5,98,3.7,"BAJO LLOBREGAT",2026-02-04 14:29:01.703649
9,"Punto grid",41.6006,1.3658,0,0.9,16.9,98,4.4,"BAJO LLOBREGAT",2026-02-04 14:29:01.87302
10,"Punto grid",41.6406,1.3658,0,0.9,16.9,98,4.4,"BAJO LLOBREGAT",2026-02-04 14:29:02.042081
11,"Punto grid",41.6806,1.3658,0,1,16.5,98,4.7,"BAJO LLOBREGAT",2026-02-04 14:29:02.211325
12,"Punto grid",41.7206,1.3658,0,1.3,17.9,98,5,"MEDIO LLOBREGAT",2026-02-04 14:29:02.381071
13,"Punto grid",41.7606,1.3658,0,1.3,17.9,98,5,"MEDIO LLOBREGAT",2026-02-04 14:29:02.552163
14,"Punto grid",41.8006,1.3658,0,1,19.3,98,5.5,"MEDIO LLOBREGAT",2026-02-04 14:29:02.720104
15,"Punto grid",41.8406,1.3658,0,1,19.3,98,5.5,"MEDIO LLOBREGAT",2026-02-04 14:29:02.887786
16,"Punto grid",41.8806,1.3658,0,1.3,21.6,98,5.4,"MEDIO LLOBREGAT",2026-02-04 14:29:03.055809
17,"Punto grid",41.9206,1.3658,0,1.8,25.9,98,6.8,"MEDIO LLOBREGAT",2026-02-04 14:29:03.224133
