"ID","Localidad","Lat","Lon","Precip_1h","Precip_24h","Precip_48h","Prob_Max","Pico_Valor","Zona_Llobregat","Timestamp_Captura"
1,"Punto grid",41.2806,1.3658,0,0,2.8,80,1.8,"DELTA",2026-02-06 20:02:21.125346
2,"Punto grid",41.3206,1.3658,0,0,2.4,80,1.6,"DELTA",2026-02-06 20:02:21.323899
3,"Punto grid",41.3606,1.3658,0,0.3,2.4,80,1.4,"DELTA",2026-02-06 20:02:21.50573
4,"Punto grid",41.4006,1.3658,0,0.3,2.4,80,1.4,"BAJO LLOBREGAT",2026-02-06 20:02:21.686524
5,"Punto grid",41.4406,1.3658,0,1,3.4,95,1.6,"BAJO LLOBREGAT",2026-02-06 20:02:21.862828
6,"Punto grid",41.4806,1.3658,0,1.5,4.3,95,1.8,"BAJO LLOBREGAT",2026-02-06 20:02:22.044249
7,"Punto grid",41.5206,1.3658,0,1.5,4.3,95,1.8,"BAJO LLOBREGAT",2026-02-06 20:02:22.22589
8,"Punto grid",41.5606,1.3658,0,1.4,4.2,95,2,"BAJO LLOBREGAT",2026-02-06 20:02:22.407858
9,"Punto grid",41.6006,1.3658,0,1.8,4.6,90,2.2,"BAJO LLOBREGAT",2026-02-06 20:02:22.589016
10,"Punto grid",41.6406,1.3658,0,1.8,4.6,90,2.2,"BAJO LLOBREGAT",2026-02-06 20:02:22.767996
11,"Punto grid",41.6806,1.3658,0,2.7,5.5,90,2.4,"BAJO LLOBREGAT",2026-02-06 20:02:22.948916
12,"Punto grid",41.7206,1.3658,0,2.3,5.3,90,2.8,"MEDIO LLOBREGAT",2026-02-06 20:02:23.130444
13,"Punto grid",41.7606,1.3658,0,2.3,5.3,90,2.8,"MEDIO LLOBREGAT",2026-02-06 20:02:23.31287
14,"Punto grid",41.8006,1.3658,0,3.6,6,90,2.4,"MEDIO LLOBREGAT",2026-02-06 20:02:23.492306
15,"Punto grid",41.8406,1.3658,0,3.6,6,83,2.4,"MEDIO LLOBREGAT",2026-02-06 20:02:23.671057
16,"Punto grid",41.8806,1.3658,0,4.5,6.5,83,2,"MEDIO LLOBREGAT",2026-02-06 20:02:23.853236
17,"Punto grid",41.9206,1.3658,0,5.2,7,83,3.8,"MEDIO LLOBREGAT",2026-02-06 20:02:24.03212
18,"Punto grid",41.9606,1.3658,0,5.2,7,85,3.8,"MEDIO LLOBREGAT",2026-02-06 20:02:24.212295
19,"Punto grid",42.0006,1.3658,0,4.9,7.9,85,3.9,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-06 20:02:24.391089
20,"Punto grid",42.0406,1.3658,0,4.8,10.6,85,5,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-06 20:02:24.570535
21,"Punto grid",42.0806,1.3658,0.6,4.8,12.6,90,7.4,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-06 20:02:24.750425
22,"Punto grid",42.1206,1.3658,0,5.1,8,90,3.6,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-06 20:02:24.928617
23,"Punto grid",42.1606,1.3658,0,5,11.6,90,5.9,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-06 20:02:25.108881
24,"Punto grid",42.2006,1.3658,0.2,4.9,11.1,80,5.4,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-06 20:02:25.288841
25,"Punto grid",42.2406,1.3658,1.4,4.4,10.3,80,5,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-06 20:02:25.465821
26,"Punto grid",42.2806,1.3658,0.3,0.8,6.1,80,3.3,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-06 20:02:25.645056
27,"Punto grid",41.2806,1.4058,0,0,2.8,80,1.8,"DELTA",2026-02-06 20:02:25.824863
28,"Punto grid",41.3206,1.4058,0,0,2.4,80,1.6,"DELTA",2026-02-06 20:02:26.003996
29,"Punto grid",41.3606,1.4058,0,0.3,2.4,80,1.4,"DELTA",2026-02-06 20:02:26.186176
30,"Punto grid",41.4006,1.4058,0,0.8,2.9,80,1.4,"BAJO LLOBREGAT",2026-02-06 20:02:26.365716
31,"Punto grid",41.4406,1.4058,0,1,3.4,95,1.6,"BAJO LLOBREGAT",2026-02-06 20:02:26.541598
32,"Punto grid",41.4806,1.4058,0,1.5,4.3,95,1.8,"BAJO LLOBREGAT",2026-02-06 20:02:26.722208
33,"Punto grid",41.5206,1.4058,0,1.5,4.3,95,1.8,"BAJO LLOBREGAT",2026-02-06 20:02:26.901583
34,"Punto grid",41.5606,1.4058,0,1.4,4.2,95,2,"BAJO LLOBREGAT",2026-02-06 20:02:27.080807
35,"Punto grid",41.6006,1.4058,0,1.8,4.6,90,2.2,"BAJO LLOBREGAT",2026-02-06 20:02:27.261136
36,"Punto grid",41.6406,1.4058,0,1.8,4.6,90,2.2,"BAJO LLOBREGAT",2026-02-06 20:02:27.440773
37,"Punto grid",41.6806,1.4058,0,2.7,5.5,90,2.4,"BAJO LLOBREGAT",2026-02-06 20:02:27.620157
38,"Punto grid",41.7206,1.4058,0,2.3,5.3,90,2.8,"MEDIO LLOBREGAT",2026-02-06 20:02:27.799793
39,"Punto grid",41.7606,1.4058,0,2.3,5.3,90,2.8,"MEDIO LLOBREGAT",2026-02-06 20:02:27.974812
40,"Punto grid",41.8006,1.4058,0,3.6,6,90,2.4,"MEDIO LLOBREGAT",2026-02-06 20:02:28.154423
41,"Punto grid",41.8406,1.4058,0,3.6,6,83,2.4,"MEDIO LLOBREGAT",2026-02-06 20:02:28.336111
42,"Punto grid",41.8806,1.4058,0,4.5,6.5,83,2,"MEDIO LLOBREGAT",2026-02-06 20:02:28.515499
43,"Punto grid",41.9206,1.4058,0,5.2,7,83,3.8,"MEDIO LLOBREGAT",2026-02-06 20:02:28.694805
44,"Punto grid",41.9606,1.4058,0,5.2,7,85,3.8,"MEDIO LLOBREGAT",2026-02-06 20:02:28.874466
45,"Punto grid",42.0006,1.4058,0,4.9,7.9,85,3.9,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-06 20:02:29.056982
46,"Punto grid",42.0406,1.4058,0,4.8,10.6,85,5,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-06 20:02:29.237355
47,"Punto grid",42.0806,1.4058,0,4.8,10.6,90,5,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-06 20:02:29.417464
48,"Punto grid",42.1206,1.4058,0,4.6,8,90,3.4,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-06 20:02:29.596412
49,"Punto grid",42.1606,1.4058,0,5.6,10.6,90,4.6,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-06 20:02:29.779861
50,"Punto grid",42.2006,1.4058,0.4,3.9,9.2,80,4.6,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-06 20:02:29.960057
51,"Punto grid",42.2406,1.4058,1.4,3.9,10.4,80,5.3,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-06 20:02:30.136479
52,"Punto grid",42.2806,1.4058,0.3,1.1,7.2,80,3.9,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-06 20:02:30.316849
53,"Punto grid",41.2806,1.4458,0,0,2.4,80,1.6,"DELTA",2026-02-06 20:02:30.496582
54,"Punto grid",41.3206,1.4458,0,0.2,2.5,85,1.6,"DELTA",2026-02-06 20:02:30.675928
55,"Punto grid",41.3606,1.4458,0,0.4,2.4,85,1.4,"DELTA",2026-02-06 20:02:30.856847
56,"Punto grid",41.4006,1.4458,0,0.4,2.4,85,1.4,"BAJO LLOBREGAT",2026-02-06 20:02:31.036956
57,"Punto grid",41.4406,1.4458,0,0.8,2.9,80,1.4,"BAJO LLOBREGAT",2026-02-06 20:02:31.216227
58,"Punto grid",41.4806,1.4458,0,1,3.7,80,1.8,"BAJO LLOBREGAT",2026-02-06 20:02:31.396278
59,"Punto grid",41.5206,1.4458,0,1,3.7,80,1.8,"BAJO LLOBREGAT",2026-02-06 20:02:31.575102
60,"Punto grid",41.5606,1.4458,0,0.9,3.5,80,1.9,"BAJO LLOBREGAT",2026-02-06 20:02:31.75587
61,"Punto grid",41.6006,1.4458,0,1.4,3.8,90,2,"BAJO LLOBREGAT",2026-02-06 20:02:31.935877
62,"Punto grid",41.6406,1.4458,0,1.4,3.8,90,2,"BAJO LLOBREGAT",2026-02-06 20:02:32.115451
63,"Punto grid",41.6806,1.4458,0,1.9,4.3,90,2.2,"BAJO LLOBREGAT",2026-02-06 20:02:32.292018
64,"Punto grid",41.7206,1.4458,0,2.1,5.1,80,2.8,"MEDIO LLOBREGAT",2026-02-06 20:02:32.470274
65,"Punto grid",41.7606,1.4458,0,2.1,5.1,80,2.8,"MEDIO LLOBREGAT",2026-02-06 20:02:32.649502
66,"Punto grid",41.8006,1.4458,0,2.4,4.6,80,2.2,"MEDIO LLOBREGAT",2026-02-06 20:02:32.827428
67,"Punto grid",41.8406,1.4458,0,2.4,4.6,88,2.2,"MEDIO LLOBREGAT",2026-02-06 20:02:33.008898
68,"Punto grid",41.8806,1.4458,0,3.7,5.7,88,2,"MEDIO LLOBREGAT",2026-02-06 20:02:33.189452
69,"Punto grid",41.9206,1.4458,0,4.5,6.5,88,3.4,"MEDIO LLOBREGAT",2026-02-06 20:02:33.369503
70,"Punto grid",41.9606,1.4458,0,4.5,6.5,85,3.4,"MEDIO LLOBREGAT",2026-02-06 20:02:33.54726
71,"Punto grid",42.0006,1.4458,0,4.9,7.5,85,3.9,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-06 20:02:33.727014
72,"Punto grid",42.0406,1.4458,0,4,9.7,85,5.1,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-06 20:02:33.906684
73,"Punto grid",42.0806,1.4458,0,4,9.7,78,5.1,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-06 20:02:34.084201
74,"Punto grid",42.1206,1.4458,0,3.1,5,78,2.6,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-06 20:02:34.263211
75,"Punto grid",42.1606,1.4458,0.1,3.4,6.9,80,3,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-06 20:02:34.452527
76,"Punto grid",42.2006,1.4458,0.8,4.1,9,80,4.3,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-06 20:02:34.62789
77,"Punto grid",42.2406,1.4458,1.3,4,11.6,80,5.9,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-06 20:02:34.80554
78,"Punto grid",42.2806,1.4458,0.1,1.3,8,80,4.5,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-06 20:02:34.987612
79,"Punto grid",41.2806,1.4858,0,0,2,80,1.4,"DELTA",2026-02-06 20:02:35.16608
80,"Punto grid",41.3206,1.4858,0,0.2,2.2,85,1.4,"DELTA",2026-02-06 20:02:35.345675
81,"Punto grid",41.3606,1.4858,0,0.4,2.4,85,1.4,"DELTA",2026-02-06 20:02:35.524924
82,"Punto grid",41.4006,1.4858,0,0.4,2.4,85,1.4,"BAJO LLOBREGAT",2026-02-06 20:02:35.703913
