"ID","Localidad","Lat","Lon","Precip_1h","Precip_24h","Precip_48h","Prob_Max","Pico_Valor","Zona_Llobregat","Timestamp_Captura"
1,"Punto grid",41.2806,1.3658,0,2.2,3.4,100,1.8,"DELTA",2026-02-07 19:34:44.897458
2,"Punto grid",41.3206,1.3658,0,2,2.8,95,1.6,"DELTA",2026-02-07 19:34:45.025499
3,"Punto grid",41.3606,1.3658,0,2,2.6,95,1.4,"DELTA",2026-02-07 19:34:45.135459
4,"Punto grid",41.4006,1.3658,0,2,2.6,95,1.4,"BAJO LLOBREGAT",2026-02-07 19:34:45.241482
5,"Punto grid",41.4406,1.3658,0,2.8,3.8,93,1.6,"BAJO LLOBREGAT",2026-02-07 19:34:45.347438
6,"Punto grid",41.4806,1.3658,0,3.8,5.8,93,2.2,"BAJO LLOBREGAT",2026-02-07 19:34:45.453177
7,"Punto grid",41.5206,1.3658,0,3.8,5.8,93,2.2,"BAJO LLOBREGAT",2026-02-07 19:34:45.558709
8,"Punto grid",41.5606,1.3658,0,3.6,5.8,93,2.4,"BAJO LLOBREGAT",2026-02-07 19:34:45.672297
9,"Punto grid",41.6006,1.3658,0,3.2,6,95,2.6,"BAJO LLOBREGAT",2026-02-07 19:34:45.777952
10,"Punto grid",41.6406,1.3658,0,3.2,6,95,2.6,"BAJO LLOBREGAT",2026-02-07 19:34:45.884429
11,"Punto grid",41.6806,1.3658,0,2.8,6.4,95,2.4,"BAJO LLOBREGAT",2026-02-07 19:34:45.990205
12,"Punto grid",41.7206,1.3658,0,2.6,7,98,2.4,"MEDIO LLOBREGAT",2026-02-07 19:34:46.095791
13,"Punto grid",41.7606,1.3658,0,2.6,7,98,2.4,"MEDIO LLOBREGAT",2026-02-07 19:34:46.202926
14,"Punto grid",41.8006,1.3658,0,1.8,6.4,98,2,"MEDIO LLOBREGAT",2026-02-07 19:34:46.308373
15,"Punto grid",41.8406,1.3658,0,1.8,6.4,98,2,"MEDIO LLOBREGAT",2026-02-07 19:34:46.412489
16,"Punto grid",41.8806,1.3658,0.5,1.7,6.7,98,2.2,"MEDIO LLOBREGAT",2026-02-07 19:34:46.516841
17,"Punto grid",41.9206,1.3658,1.4,2.2,7.4,98,2.4,"MEDIO LLOBREGAT",2026-02-07 19:34:46.620995
18,"Punto grid",41.9606,1.3658,1.4,2.2,7.4,100,2.4,"MEDIO LLOBREGAT",2026-02-07 19:34:46.725047
