"ID","Localidad","Lat","Lon","Precip_1h","Precip_24h","Precip_48h","Prob_Max","Pico_Valor","Zona_Llobregat","Timestamp_Captura"
1,"Punto grid",41.2806,1.3658,0,0,2.8,75,1.2,"DELTA",2026-02-03 20:04:50.321566
2,"Punto grid",41.3206,1.3658,0,0,2.8,63,1.2,"DELTA",2026-02-03 20:04:50.490769
3,"Punto grid",41.3606,1.3658,0,0,3,63,1.6,"DELTA",2026-02-03 20:04:50.64077
4,"Punto grid",41.4006,1.3658,0,0,3,63,1.6,"BAJO LLOBREGAT",2026-02-03 20:04:50.793056
5,"Punto grid",41.4406,1.3658,0,0,4,63,2,"BAJO LLOBREGAT",2026-02-03 20:04:50.944809
6,"Punto grid",41.4806,1.3658,0,0,3.7,63,1.9,"BAJO LLOBREGAT",2026-02-03 20:04:51.09775
7,"Punto grid",41.5206,1.3658,0,0,3.7,63,1.9,"BAJO LLOBREGAT",2026-02-03 20:04:51.250166
8,"Punto grid",41.5606,1.3658,0,0,3.5,63,1.7,"BAJO LLOBREGAT",2026-02-03 20:04:51.400478
9,"Punto grid",41.6006,1.3658,0,0,2.7,65,1.4,"BAJO LLOBREGAT",2026-02-03 20:04:51.554832
10,"Punto grid",41.6406,1.3658,0,0,2.7,65,1.4,"BAJO LLOBREGAT",2026-02-03 20:04:51.707788
11,"Punto grid",41.6806,1.3658,0,0,2.6,65,1.2,"BAJO LLOBREGAT",2026-02-03 20:04:51.860182
12,"Punto grid",41.7206,1.3658,0,0,3.1,58,1.8,"MEDIO LLOBREGAT",2026-02-03 20:04:52.012271
13,"Punto grid",41.7606,1.3658,0,0,3.1,58,1.8,"MEDIO LLOBREGAT",2026-02-03 20:04:52.16786
14,"Punto grid",41.8006,1.3658,0,0,3.8,58,1.8,"MEDIO LLOBREGAT",2026-02-03 20:04:52.318265
15,"Punto grid",41.8406,1.3658,0,0,3.8,65,1.8,"MEDIO LLOBREGAT",2026-02-03 20:04:52.471437
16,"Punto grid",41.8806,1.3658,1.8,2,6.1,65,1.8,"MEDIO LLOBREGAT",2026-02-03 20:04:52.624559
17,"Punto grid",41.9206,1.3658,3.8,5.2,9.1,65,3.8,"MEDIO LLOBREGAT",2026-02-03 20:04:52.775317
18,"Punto grid",41.9606,1.3658,3.8,5.2,9.1,60,3.8,"MEDIO LLOBREGAT",2026-02-03 20:04:52.926239
19,"Punto grid",42.0006,1.3658,0.6,0.8,3.6,60,0.8,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-03 20:04:53.077248
20,"Punto grid",42.0406,1.3658,0.2,0.4,2.6,60,0.6,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-03 20:04:53.226304
21,"Punto grid",42.0806,1.3658,0.4,2.9,5.4,95,0.7,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-03 20:04:53.379597
22,"Punto grid",42.1206,1.3658,0.4,0.4,2.1,95,0.8,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-03 20:04:53.532253
23,"Punto grid",42.1606,1.3658,0,0,1.2,95,0.6,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-03 20:04:53.684246
24,"Punto grid",42.2006,1.3658,0,0,0.5,70,0.3,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-03 20:04:53.835463
25,"Punto grid",42.2406,1.3658,0,0,0.3,70,0.3,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-03 20:04:53.986849
26,"Punto grid",42.2806,1.3658,0.2,0.2,0.3,70,0.2,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-03 20:04:54.137897
27,"Punto grid",41.2806,1.4058,0,0,2.8,75,1.2,"DELTA",2026-02-03 20:04:54.289995
28,"Punto grid",41.3206,1.4058,0,0,2.8,63,1.2,"DELTA",2026-02-03 20:04:54.441284
29,"Punto grid",41.3606,1.4058,0,0,3,63,1.6,"DELTA",2026-02-03 20:04:54.594314
30,"Punto grid",41.4006,1.4058,0,0,3.5,63,2.2,"BAJO LLOBREGAT",2026-02-03 20:04:54.74596
31,"Punto grid",41.4406,1.4058,0,0,4,63,2,"BAJO LLOBREGAT",2026-02-03 20:04:54.897144
32,"Punto grid",41.4806,1.4058,0,0,3.7,63,1.9,"BAJO LLOBREGAT",2026-02-03 20:04:55.044874
33,"Punto grid",41.5206,1.4058,0,0,3.7,63,1.9,"BAJO LLOBREGAT",2026-02-03 20:04:55.19647
34,"Punto grid",41.5606,1.4058,0,0,3.5,63,1.7,"BAJO LLOBREGAT",2026-02-03 20:04:55.348762
35,"Punto grid",41.6006,1.4058,0,0,2.7,65,1.4,"BAJO LLOBREGAT",2026-02-03 20:04:55.498672
36,"Punto grid",41.6406,1.4058,0,0,2.7,65,1.4,"BAJO LLOBREGAT",2026-02-03 20:04:55.649427
