"ID","Localidad","Lat","Lon","Precip_1h","Precip_24h","Precip_48h","Prob_Max","Pico_Valor","Zona_Llobregat","Timestamp_Captura"
1,"Punto grid",41.2806,1.3658,0,0.4,4.3,90,2.6,"DELTA",2026-02-06 15:14:05.69786
2,"Punto grid",41.3206,1.3658,0,0.4,3.9,83,2.4,"DELTA",2026-02-06 15:14:05.823438
3,"Punto grid",41.3606,1.3658,0,0.8,4,83,2.4,"DELTA",2026-02-06 15:14:05.932843
4,"Punto grid",41.4006,1.3658,0,0.8,4,83,2.4,"BAJO LLOBREGAT",2026-02-06 15:14:06.04178
5,"Punto grid",41.4406,1.3658,0,1.9,5.1,78,2.6,"BAJO LLOBREGAT",2026-02-06 15:14:06.150884
6,"Punto grid",41.4806,1.3658,0,2.4,5.6,78,2.8,"BAJO LLOBREGAT",2026-02-06 15:14:06.259587
7,"Punto grid",41.5206,1.3658,0,2.4,5.6,78,2.8,"BAJO LLOBREGAT",2026-02-06 15:14:06.368652
8,"Punto grid",41.5606,1.3658,0,3.3,5.9,78,2.4,"BAJO LLOBREGAT",2026-02-06 15:14:06.477404
9,"Punto grid",41.6006,1.3658,0,3,5.2,68,2.1,"BAJO LLOBREGAT",2026-02-06 15:14:06.586267
10,"Punto grid",41.6406,1.3658,0,3,5.2,68,2.1,"BAJO LLOBREGAT",2026-02-06 15:14:06.695304
11,"Punto grid",41.6806,1.3658,0,2.6,4.4,68,1.6,"BAJO LLOBREGAT",2026-02-06 15:14:06.805328
12,"Punto grid",41.7206,1.3658,0,2.6,4,60,1.7,"MEDIO LLOBREGAT",2026-02-06 15:14:06.914381
13,"Punto grid",41.7606,1.3658,0,2.6,4,60,1.7,"MEDIO LLOBREGAT",2026-02-06 15:14:07.024895
14,"Punto grid",41.8006,1.3658,0,2.7,3.7,60,1.8,"MEDIO LLOBREGAT",2026-02-06 15:14:07.13303
15,"Punto grid",41.8406,1.3658,0,2.7,3.7,63,1.8,"MEDIO LLOBREGAT",2026-02-06 15:14:07.241126
16,"Punto grid",41.8806,1.3658,0,4.4,5,63,3.2,"MEDIO LLOBREGAT",2026-02-06 15:14:07.349205
17,"Punto grid",41.9206,1.3658,0,6.2,6.8,63,3.6,"MEDIO LLOBREGAT",2026-02-06 15:14:07.45625
18,"Punto grid",41.9606,1.3658,0,6.2,6.8,63,3.6,"MEDIO LLOBREGAT",2026-02-06 15:14:07.564963
19,"Punto grid",42.0006,1.3658,0,6.2,7.5,63,3.8,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-06 15:14:07.672365
20,"Punto grid",42.0406,1.3658,0,7,9.8,63,4.8,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-06 15:14:07.779863
21,"Punto grid",42.0806,1.3658,0.6,7.4,12.2,90,4.6,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-06 15:14:07.887448
22,"Punto grid",42.1206,1.3658,0,11.4,12.4,90,6,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-06 15:14:07.996743
23,"Punto grid",42.1606,1.3658,0,10.4,11.9,90,5.9,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-06 15:14:08.104995
24,"Punto grid",42.2006,1.3658,0.2,11.2,12.4,85,6.5,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-06 15:14:08.212404
25,"Punto grid",42.2406,1.3658,1.4,11.3,12.6,85,6.5,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-06 15:14:08.319719
26,"Punto grid",42.2806,1.3658,0.3,5.3,6.3,85,3.7,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-06 15:14:08.429281
27,"Punto grid",41.2806,1.4058,0,0.4,4.3,90,2.6,"DELTA",2026-02-06 15:14:08.536894
28,"Punto grid",41.3206,1.4058,0,0.4,3.9,83,2.4,"DELTA",2026-02-06 15:14:08.644461
29,"Punto grid",41.3606,1.4058,0,0.8,4,83,2.4,"DELTA",2026-02-06 15:14:08.754558
30,"Punto grid",41.4006,1.4058,0,2.9,5.7,83,2.2,"BAJO LLOBREGAT",2026-02-06 15:14:08.862151
31,"Punto grid",41.4406,1.4058,0,1.9,5.1,78,2.6,"BAJO LLOBREGAT",2026-02-06 15:14:08.973374
32,"Punto grid",41.4806,1.4058,0,2.4,5.6,78,2.8,"BAJO LLOBREGAT",2026-02-06 15:14:09.081313
