"ID","Localidad","Lat","Lon","Precip_1h","Precip_24h","Precip_48h","Prob_Max","Pico_Valor","Zona_Llobregat","Timestamp_Captura"
1,"Punto grid",41.2806,1.3658,0,0.2,4.1,90,2.6,"DELTA",2026-02-06 11:12:22.684309
2,"Punto grid",41.3206,1.3658,0,0.7,4.2,83,2.4,"DELTA",2026-02-06 11:12:22.850141
3,"Punto grid",41.3606,1.3658,0,1.3,4.5,83,2.4,"DELTA",2026-02-06 11:12:22.999816
4,"Punto grid",41.4006,1.3658,0,1.3,4.5,83,2.4,"BAJO LLOBREGAT",2026-02-06 11:12:23.149319
5,"Punto grid",41.4406,1.3658,0,1.9,5.1,78,2.6,"BAJO LLOBREGAT",2026-02-06 11:12:23.298498
6,"Punto grid",41.4806,1.3658,0,2.1,5.3,78,2.8,"BAJO LLOBREGAT",2026-02-06 11:12:23.446702
7,"Punto grid",41.5206,1.3658,0,2.1,5.3,78,2.8,"BAJO LLOBREGAT",2026-02-06 11:12:23.593861
8,"Punto grid",41.5606,1.3658,0,2.3,4.9,78,2.4,"BAJO LLOBREGAT",2026-02-06 11:12:23.742208
9,"Punto grid",41.6006,1.3658,0,2.6,4.7,68,2.1,"BAJO LLOBREGAT",2026-02-06 11:12:23.890989
10,"Punto grid",41.6406,1.3658,0,2.6,4.7,68,2.1,"BAJO LLOBREGAT",2026-02-06 11:12:24.039228
11,"Punto grid",41.6806,1.3658,0,3.3,4.9,68,1.8,"BAJO LLOBREGAT",2026-02-06 11:12:24.188112
12,"Punto grid",41.7206,1.3658,0,3.6,4.8,60,1.6,"MEDIO LLOBREGAT",2026-02-06 11:12:24.337791
13,"Punto grid",41.7606,1.3658,0,3.6,4.8,60,1.6,"MEDIO LLOBREGAT",2026-02-06 11:12:24.488511
14,"Punto grid",41.8006,1.3658,0,3,4.2,60,1.6,"MEDIO LLOBREGAT",2026-02-06 11:12:24.636693
15,"Punto grid",41.8406,1.3658,0,3,4.2,63,1.6,"MEDIO LLOBREGAT",2026-02-06 11:12:24.785711
16,"Punto grid",41.8806,1.3658,0,2.5,3.4,63,1.3,"MEDIO LLOBREGAT",2026-02-06 11:12:24.933205
17,"Punto grid",41.9206,1.3658,0,2.5,2.9,63,1.2,"MEDIO LLOBREGAT",2026-02-06 11:12:25.080578
18,"Punto grid",41.9606,1.3658,0,2.5,2.9,63,1.2,"MEDIO LLOBREGAT",2026-02-06 11:12:25.227385
19,"Punto grid",42.0006,1.3658,0,2.8,3.4,63,1.2,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-06 11:12:25.378515
20,"Punto grid",42.0406,1.3658,0,4.9,6.1,63,2.5,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-06 11:12:25.527103
21,"Punto grid",42.0806,1.3658,0.6,7.2,9.1,90,3.8,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-06 11:12:25.674813
22,"Punto grid",42.1206,1.3658,0,6,7,90,3.5,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-06 11:12:25.820092
23,"Punto grid",42.1606,1.3658,0,4.9,5.9,90,2.9,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-06 11:12:25.96687
24,"Punto grid",42.2006,1.3658,0.2,3.4,4.1,85,1.9,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-06 11:12:26.11514
25,"Punto grid",42.2406,1.3658,1.4,4.5,4.9,85,2.2,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-06 11:12:26.261989
26,"Punto grid",42.2806,1.3658,0.3,1.6,2.2,85,0.9,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-06 11:12:26.411244
27,"Punto grid",41.2806,1.4058,0,0.2,4.1,90,2.6,"DELTA",2026-02-06 11:12:26.559423
28,"Punto grid",41.3206,1.4058,0,0.7,4.2,83,2.4,"DELTA",2026-02-06 11:12:26.704874
29,"Punto grid",41.3606,1.4058,0,1.3,4.5,83,2.4,"DELTA",2026-02-06 11:12:26.853637
30,"Punto grid",41.4006,1.4058,0,2.3,5.1,83,2.2,"BAJO LLOBREGAT",2026-02-06 11:12:27.000274
31,"Punto grid",41.4406,1.4058,0,1.9,5.1,78,2.6,"BAJO LLOBREGAT",2026-02-06 11:12:27.149649
32,"Punto grid",41.4806,1.4058,0,2.1,5.3,78,2.8,"BAJO LLOBREGAT",2026-02-06 11:12:27.296952
33,"Punto grid",41.5206,1.4058,0,2.1,5.3,78,2.8,"BAJO LLOBREGAT",2026-02-06 11:12:27.444664
34,"Punto grid",41.5606,1.4058,0,2.3,4.9,78,2.4,"BAJO LLOBREGAT",2026-02-06 11:12:27.592058
35,"Punto grid",41.6006,1.4058,0,2.6,4.7,68,2.1,"BAJO LLOBREGAT",2026-02-06 11:12:27.739764
36,"Punto grid",41.6406,1.4058,0,2.6,4.7,68,2.1,"BAJO LLOBREGAT",2026-02-06 11:12:27.887048
37,"Punto grid",41.6806,1.4058,0,3.3,4.9,68,1.8,"BAJO LLOBREGAT",2026-02-06 11:12:28.034457
38,"Punto grid",41.7206,1.4058,0,3.6,4.8,60,1.6,"MEDIO LLOBREGAT",2026-02-06 11:12:28.181793
39,"Punto grid",41.7606,1.4058,0,3.6,4.8,60,1.6,"MEDIO LLOBREGAT",2026-02-06 11:12:28.32895
40,"Punto grid",41.8006,1.4058,0,3,4.2,60,1.6,"MEDIO LLOBREGAT",2026-02-06 11:12:28.47581
41,"Punto grid",41.8406,1.4058,0,3,4.2,63,1.6,"MEDIO LLOBREGAT",2026-02-06 11:12:28.622992
42,"Punto grid",41.8806,1.4058,0,2.5,3.4,63,1.3,"MEDIO LLOBREGAT",2026-02-06 11:12:28.770292
43,"Punto grid",41.9206,1.4058,0,2.5,2.9,63,1.2,"MEDIO LLOBREGAT",2026-02-06 11:12:28.917424
44,"Punto grid",41.9606,1.4058,0,2.5,2.9,63,1.2,"MEDIO LLOBREGAT",2026-02-06 11:12:29.065326
45,"Punto grid",42.0006,1.4058,0,2.8,3.4,63,1.2,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-06 11:12:29.214542
46,"Punto grid",42.0406,1.4058,0,4.9,6.1,63,2.5,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-06 11:12:29.361772
47,"Punto grid",42.0806,1.4058,0,4.9,6.1,90,2.5,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-06 11:12:29.508892
48,"Punto grid",42.1206,1.4058,0,5.8,6.6,90,3,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-06 11:12:29.655601
49,"Punto grid",42.1606,1.4058,0,5.8,6.7,90,3.3,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-06 11:12:29.803779
50,"Punto grid",42.2006,1.4058,0.4,5.1,5.9,85,2.4,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-06 11:12:29.950933
51,"Punto grid",42.2406,1.4058,1.4,4,4.2,85,2,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-06 11:12:30.098311
52,"Punto grid",42.2806,1.4058,0.3,1.6,1.8,85,1.1,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-06 11:12:30.249629
53,"Punto grid",41.2806,1.4458,0,0.2,3.8,85,2.4,"DELTA",2026-02-06 11:12:30.397378
54,"Punto grid",41.3206,1.4458,0,1,4.4,80,2.4,"DELTA",2026-02-06 11:12:30.545569
55,"Punto grid",41.3606,1.4458,0,1.6,4.4,80,2.2,"DELTA",2026-02-06 11:12:30.693318
56,"Punto grid",41.4006,1.4458,0,1.6,4.4,80,2.2,"BAJO LLOBREGAT",2026-02-06 11:12:30.840628
57,"Punto grid",41.4406,1.4458,0,2.3,5.1,70,2.2,"BAJO LLOBREGAT",2026-02-06 11:12:30.987614
58,"Punto grid",41.4806,1.4458,0,1.9,4.8,70,2.4,"BAJO LLOBREGAT",2026-02-06 11:12:31.135394
59,"Punto grid",41.5206,1.4458,0,1.9,4.8,70,2.4,"BAJO LLOBREGAT",2026-02-06 11:12:31.282459
