"ID","Localidad","Lat","Lon","Precip_1h","Precip_24h","Precip_48h","Prob_Max","Pico_Valor","Zona_Llobregat","Timestamp_Captura"
1,"Punto grid",41.2806,1.3658,0,1.6,7,93,2,"DELTA",2026-02-04 11:12:35.15652
2,"Punto grid",41.3206,1.3658,0,2.2,8.2,98,2,"DELTA",2026-02-04 11:12:35.341038
3,"Punto grid",41.3606,1.3658,0,2.5,10.1,98,2.4,"DELTA",2026-02-04 11:12:35.512208
4,"Punto grid",41.4006,1.3658,0,2.5,10.1,98,2.4,"BAJO LLOBREGAT",2026-02-04 11:12:35.678773
5,"Punto grid",41.4406,1.3658,0,2.6,12.7,98,3,"BAJO LLOBREGAT",2026-02-04 11:12:35.845924
6,"Punto grid",41.4806,1.3658,0,1.8,12.9,98,4.4,"BAJO LLOBREGAT",2026-02-04 11:12:36.013396
7,"Punto grid",41.5206,1.3658,0,1.8,12.9,98,4.4,"BAJO LLOBREGAT",2026-02-04 11:12:36.185904
8,"Punto grid",41.5606,1.3658,0,1.3,16.1,98,4.6,"BAJO LLOBREGAT",2026-02-04 11:12:36.356758
9,"Punto grid",41.6006,1.3658,0,1.1,18.9,98,5,"BAJO LLOBREGAT",2026-02-04 11:12:36.528921
10,"Punto grid",41.6406,1.3658,0,1.1,18.9,98,5,"BAJO LLOBREGAT",2026-02-04 11:12:36.700695
11,"Punto grid",41.6806,1.3658,0,0.4,20,98,5.6,"BAJO LLOBREGAT",2026-02-04 11:12:36.871699
12,"Punto grid",41.7206,1.3658,0,0.8,22,98,5.9,"MEDIO LLOBREGAT",2026-02-04 11:12:37.043666
13,"Punto grid",41.7606,1.3658,0,0.8,22,98,5.9,"MEDIO LLOBREGAT",2026-02-04 11:12:37.21784
14,"Punto grid",41.8006,1.3658,0,1.4,20.7,98,5.7,"MEDIO LLOBREGAT",2026-02-04 11:12:37.388716
15,"Punto grid",41.8406,1.3658,0,1,17,98,4.3,"MEDIO LLOBREGAT",2026-02-04 11:12:37.561751
16,"Punto grid",41.8806,1.3658,0,1.5,22.7,98,7.4,"MEDIO LLOBREGAT",2026-02-04 11:12:37.731774
17,"Punto grid",41.9206,1.3658,0,1.9,28.9,98,10.6,"MEDIO LLOBREGAT",2026-02-04 11:12:37.901965
18,"Punto grid",41.9606,1.3658,0,1.9,28.9,98,10.6,"MEDIO LLOBREGAT",2026-02-04 11:12:38.073599
19,"Punto grid",42.0006,1.3658,0,2.2,31.6,98,11.3,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-04 11:12:38.245174
20,"Punto grid",42.0406,1.3658,0,1.6,32,98,10.9,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-04 11:12:38.417351
21,"Punto grid",42.0806,1.3658,0,1.1,31.4,100,9.4,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-04 11:12:38.588386
22,"Punto grid",42.1206,1.3658,0,0.1,21.6,100,4.9,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-04 11:12:38.759879
23,"Punto grid",42.1606,1.3658,0,0,19.9,100,5,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-04 11:12:38.929544
24,"Punto grid",42.2006,1.3658,0,0.2,22.5,100,5.2,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-04 11:12:39.099689
25,"Punto grid",42.2406,1.3658,0,0.2,26.1,100,5.3,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-04 11:12:39.270793
26,"Punto grid",42.2806,1.3658,0,0,22.2,100,4.9,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-04 11:12:39.441669
27,"Punto grid",41.2806,1.4058,0,1.4,5.4,93,1.2,"DELTA",2026-02-04 11:12:39.613015
28,"Punto grid",41.3206,1.4058,0,2,6,98,1.4,"DELTA",2026-02-04 11:12:39.783841
29,"Punto grid",41.3606,1.4058,0,2.6,7.1,98,1.4,"DELTA",2026-02-04 11:12:39.96039
30,"Punto grid",41.4006,1.4058,0,3,8.3,98,2.3,"BAJO LLOBREGAT",2026-02-04 11:12:40.132044
31,"Punto grid",41.4406,1.4058,0,2.6,8.1,98,2,"BAJO LLOBREGAT",2026-02-04 11:12:40.303688
32,"Punto grid",41.4806,1.4058,0,1.9,8,98,2.1,"BAJO LLOBREGAT",2026-02-04 11:12:40.474966
33,"Punto grid",41.5206,1.4058,0,1.9,8,98,2.1,"BAJO LLOBREGAT",2026-02-04 11:12:40.645388
34,"Punto grid",41.5606,1.4058,0,1.4,9.4,98,2.7,"BAJO LLOBREGAT",2026-02-04 11:12:40.816554
35,"Punto grid",41.6006,1.4058,0,1,9.8,98,2.8,"BAJO LLOBREGAT",2026-02-04 11:12:40.986996
36,"Punto grid",41.6406,1.4058,0,1,9.8,98,2.8,"BAJO LLOBREGAT",2026-02-04 11:12:41.15857
37,"Punto grid",41.6806,1.4058,0,0.6,10.4,98,2.9,"BAJO LLOBREGAT",2026-02-04 11:12:41.330429
38,"Punto grid",41.7206,1.4058,0,0.7,13.4,98,2.6,"MEDIO LLOBREGAT",2026-02-04 11:12:41.501402
