"ID","Localidad","Lat","Lon","Precip_1h","Precip_24h","Precip_48h","Prob_Max","Pico_Valor","Zona_Llobregat","Timestamp_Captura"
1,"Punto grid",41.2806,1.3658,0,0,0.1,50,0.1,"DELTA",2026-02-03 09:11:09.426496
2,"Punto grid",41.3206,1.3658,0,0,0.1,48,0.1,"DELTA",2026-02-03 09:11:09.55858
3,"Punto grid",41.3606,1.3658,0,0,0.3,48,0.2,"DELTA",2026-02-03 09:11:09.668515
4,"Punto grid",41.4006,1.3658,0,0,0.3,48,0.2,"BAJO LLOBREGAT",2026-02-03 09:11:09.778526
5,"Punto grid",41.4406,1.3658,0,0,0.4,48,0.2,"BAJO LLOBREGAT",2026-02-03 09:11:09.887881
6,"Punto grid",41.4806,1.3658,0,0,0.4,48,0.2,"BAJO LLOBREGAT",2026-02-03 09:11:09.997528
7,"Punto grid",41.5206,1.3658,0,0,0.4,48,0.2,"BAJO LLOBREGAT",2026-02-03 09:11:10.106722
8,"Punto grid",41.5606,1.3658,0,0,0,48,0,"BAJO LLOBREGAT",2026-02-03 09:11:10.30957
9,"Punto grid",41.6006,1.3658,0,0,0,43,0,"BAJO LLOBREGAT",2026-02-03 09:11:10.421989
10,"Punto grid",41.6406,1.3658,0,0,0,43,0,"BAJO LLOBREGAT",2026-02-03 09:11:10.567952
11,"Punto grid",41.6806,1.3658,0,0,0,43,0,"BAJO LLOBREGAT",2026-02-03 09:11:10.689361
12,"Punto grid",41.7206,1.3658,0,0,0,45,0,"MEDIO LLOBREGAT",2026-02-03 09:11:10.798123
13,"Punto grid",41.7606,1.3658,0,0,0,45,0,"MEDIO LLOBREGAT",2026-02-03 09:11:10.906852
14,"Punto grid",41.8006,1.3658,0,0,0,45,0,"MEDIO LLOBREGAT",2026-02-03 09:11:11.015362
15,"Punto grid",41.8406,1.3658,0,0,0,50,0,"MEDIO LLOBREGAT",2026-02-03 09:11:11.123893
16,"Punto grid",41.8806,1.3658,1.8,2,2,50,1.8,"MEDIO LLOBREGAT",2026-02-03 09:11:11.231672
17,"Punto grid",41.9206,1.3658,3.8,5.2,5.4,50,3.8,"MEDIO LLOBREGAT",2026-02-03 09:11:11.339273
18,"Punto grid",41.9606,1.3658,3.8,5.2,5.4,38,3.8,"MEDIO LLOBREGAT",2026-02-03 09:11:11.446971
19,"Punto grid",42.0006,1.3658,0.6,0.8,1,38,0.6,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-03 09:11:11.555224
20,"Punto grid",42.0406,1.3658,0.2,0.4,0.6,38,0.2,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-03 09:11:11.663857
21,"Punto grid",42.0806,1.3658,0.4,2.9,3.1,63,0.7,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-03 09:11:11.773105
22,"Punto grid",42.1206,1.3658,0.4,0.4,1.2,63,0.6,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-03 09:11:11.882569
23,"Punto grid",42.1606,1.3658,0,0,0.6,63,0.4,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-03 09:11:11.992416
24,"Punto grid",42.2006,1.3658,0,0,0.7,43,0.5,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-03 09:11:12.100437
25,"Punto grid",42.2406,1.3658,0,0,0.5,43,0.4,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-03 09:11:12.208597
26,"Punto grid",42.2806,1.3658,0.2,0.2,0.6,43,0.3,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-03 09:11:12.320234
27,"Punto grid",41.2806,1.4058,0,0,0.1,50,0.1,"DELTA",2026-02-03 09:11:12.429036
28,"Punto grid",41.3206,1.4058,0,0,0.1,48,0.1,"DELTA",2026-02-03 09:11:12.537075
29,"Punto grid",41.3606,1.4058,0,0,0.3,48,0.2,"DELTA",2026-02-03 09:11:12.645637
30,"Punto grid",41.4006,1.4058,0,0,0.5,48,0.3,"BAJO LLOBREGAT",2026-02-03 09:11:12.754369
31,"Punto grid",41.4406,1.4058,0,0,0.4,48,0.2,"BAJO LLOBREGAT",2026-02-03 09:11:12.861691
32,"Punto grid",41.4806,1.4058,0,0,0.4,48,0.2,"BAJO LLOBREGAT",2026-02-03 09:11:12.969367
33,"Punto grid",41.5206,1.4058,0,0,0.4,48,0.2,"BAJO LLOBREGAT",2026-02-03 09:11:13.078373
34,"Punto grid",41.5606,1.4058,0,0,0,48,0,"BAJO LLOBREGAT",2026-02-03 09:11:13.185843
35,"Punto grid",41.6006,1.4058,0,0,0,43,0,"BAJO LLOBREGAT",2026-02-03 09:11:13.295541
36,"Punto grid",41.6406,1.4058,0,0,0,43,0,"BAJO LLOBREGAT",2026-02-03 09:11:13.403312
37,"Punto grid",41.6806,1.4058,0,0,0,43,0,"BAJO LLOBREGAT",2026-02-03 09:11:13.510375
38,"Punto grid",41.7206,1.4058,0,0,0,45,0,"MEDIO LLOBREGAT",2026-02-03 09:11:13.618112
39,"Punto grid",41.7606,1.4058,0,0,0,45,0,"MEDIO LLOBREGAT",2026-02-03 09:11:13.726657
