"ID","Localidad","Lat","Lon","Precip_1h","Precip_24h","Precip_48h","Prob_Max","Pico_Valor","Zona_Llobregat","Timestamp_Captura"
1,"Punto grid",41.2806,1.3658,0,0,2,60,1.2,"DELTA",2026-02-03 12:01:54.06295
2,"Punto grid",41.3206,1.3658,0,0,1.6,53,1,"DELTA",2026-02-03 12:01:54.206697
3,"Punto grid",41.3606,1.3658,0,0,1.9,53,1.1,"DELTA",2026-02-03 12:01:54.334084
4,"Punto grid",41.4006,1.3658,0,0,1.9,53,1.1,"BAJO LLOBREGAT",2026-02-03 12:01:54.462159
5,"Punto grid",41.4406,1.3658,0,0,2.7,55,1.8,"BAJO LLOBREGAT",2026-02-03 12:01:54.590368
6,"Punto grid",41.4806,1.3658,0,0,2.6,55,1.9,"BAJO LLOBREGAT",2026-02-03 12:01:54.717935
7,"Punto grid",41.5206,1.3658,0,0,2.6,55,1.9,"BAJO LLOBREGAT",2026-02-03 12:01:54.845507
8,"Punto grid",41.5606,1.3658,0,0,2.4,55,1.6,"BAJO LLOBREGAT",2026-02-03 12:01:54.973235
9,"Punto grid",41.6006,1.3658,0,0,2,53,1,"BAJO LLOBREGAT",2026-02-03 12:01:55.100621
10,"Punto grid",41.6406,1.3658,0,0,2,53,1,"BAJO LLOBREGAT",2026-02-03 12:01:55.228286
11,"Punto grid",41.6806,1.3658,0,0,1.1,53,0.7,"BAJO LLOBREGAT",2026-02-03 12:01:55.356419
12,"Punto grid",41.7206,1.3658,0,0,1.2,55,0.8,"MEDIO LLOBREGAT",2026-02-03 12:01:55.483663
13,"Punto grid",41.7606,1.3658,0,0,1.2,55,0.8,"MEDIO LLOBREGAT",2026-02-03 12:01:55.613359
14,"Punto grid",41.8006,1.3658,0,0,1.3,55,0.7,"MEDIO LLOBREGAT",2026-02-03 12:01:55.740155
15,"Punto grid",41.8406,1.3658,0,0,1.3,63,0.7,"MEDIO LLOBREGAT",2026-02-03 12:01:55.865657
16,"Punto grid",41.8806,1.3658,1.8,2,3.6,63,1.8,"MEDIO LLOBREGAT",2026-02-03 12:01:55.992521
17,"Punto grid",41.9206,1.3658,3.8,5.2,6.6,63,3.8,"MEDIO LLOBREGAT",2026-02-03 12:01:56.118606
18,"Punto grid",41.9606,1.3658,3.8,5.2,6.6,53,3.8,"MEDIO LLOBREGAT",2026-02-03 12:01:56.246127
19,"Punto grid",42.0006,1.3658,0.6,0.8,1.8,53,0.6,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-03 12:01:56.372179
20,"Punto grid",42.0406,1.3658,0.2,0.4,1.2,53,0.4,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-03 12:01:56.499617
21,"Punto grid",42.0806,1.3658,0.4,2.9,3.6,65,0.7,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-03 12:01:56.626114
22,"Punto grid",42.1206,1.3658,0.4,0.4,2.3,65,1.3,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-03 12:01:56.752425
23,"Punto grid",42.1606,1.3658,0,0,1.1,65,0.7,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-03 12:01:56.881226
24,"Punto grid",42.2006,1.3658,0,0,0.5,58,0.3,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-03 12:01:57.007302
25,"Punto grid",42.2406,1.3658,0,0,0.4,58,0.3,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-03 12:01:57.133025
26,"Punto grid",42.2806,1.3658,0.2,0.2,0.8,58,0.4,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-03 12:01:57.263966
27,"Punto grid",41.2806,1.4058,0,0,2,60,1.2,"DELTA",2026-02-03 12:01:57.391073
28,"Punto grid",41.3206,1.4058,0,0,1.6,53,1,"DELTA",2026-02-03 12:01:57.517109
29,"Punto grid",41.3606,1.4058,0,0,1.9,53,1.1,"DELTA",2026-02-03 12:01:57.645385
30,"Punto grid",41.4006,1.4058,0,0,2.6,53,1.8,"BAJO LLOBREGAT",2026-02-03 12:01:57.771456
31,"Punto grid",41.4406,1.4058,0,0,2.7,55,1.8,"BAJO LLOBREGAT",2026-02-03 12:01:58.221403
32,"Punto grid",41.4806,1.4058,0,0,2.6,55,1.9,"BAJO LLOBREGAT",2026-02-03 12:01:58.347855
33,"Punto grid",41.5206,1.4058,0,0,2.6,55,1.9,"BAJO LLOBREGAT",2026-02-03 12:01:58.477037
34,"Punto grid",41.5606,1.4058,0,0,2.4,55,1.6,"BAJO LLOBREGAT",2026-02-03 12:01:58.60309
35,"Punto grid",41.6006,1.4058,0,0,2,53,1,"BAJO LLOBREGAT",2026-02-03 12:01:58.72933
