"ID","Localidad","Lat","Lon","Precip_1h","Precip_24h","Precip_48h","Prob_Max","Pico_Valor","Zona_Llobregat","Timestamp_Captura"
1,"Punto grid",41.2806,1.3658,0,2.4,2.4,100,1.2,"DELTA",2026-02-07 17:36:28.825091
2,"Punto grid",41.3206,1.3658,0,2.4,2.4,95,1.4,"DELTA",2026-02-07 17:36:29.013947
3,"Punto grid",41.3606,1.3658,0,2.4,2.8,95,1.6,"DELTA",2026-02-07 17:36:29.186298
4,"Punto grid",41.4006,1.3658,0,2.4,2.8,95,1.6,"BAJO LLOBREGAT",2026-02-07 17:36:29.358761
5,"Punto grid",41.4406,1.3658,0,3.2,4,93,2.2,"BAJO LLOBREGAT",2026-02-07 17:36:29.531281
6,"Punto grid",41.4806,1.3658,0,3.8,5.2,93,2.6,"BAJO LLOBREGAT",2026-02-07 17:36:29.703666
7,"Punto grid",41.5206,1.3658,0,3.8,5.2,93,2.6,"BAJO LLOBREGAT",2026-02-07 17:36:29.874927
8,"Punto grid",41.5606,1.3658,0,3.6,5,93,2,"BAJO LLOBREGAT",2026-02-07 17:36:30.047362
9,"Punto grid",41.6006,1.3658,0,3.4,5,95,1.8,"BAJO LLOBREGAT",2026-02-07 17:36:30.219261
10,"Punto grid",41.6406,1.3658,0,3.4,5,95,1.8,"BAJO LLOBREGAT",2026-02-07 17:36:30.391067
11,"Punto grid",41.6806,1.3658,0,3.2,5.4,95,2.2,"BAJO LLOBREGAT",2026-02-07 17:36:30.56334
12,"Punto grid",41.7206,1.3658,0,3.4,6.2,98,2.8,"MEDIO LLOBREGAT",2026-02-07 17:36:30.735539
13,"Punto grid",41.7606,1.3658,0,3.4,6.2,98,2.8,"MEDIO LLOBREGAT",2026-02-07 17:36:30.908887
14,"Punto grid",41.8006,1.3658,0,3.2,6.2,98,2.8,"MEDIO LLOBREGAT",2026-02-07 17:36:31.077081
15,"Punto grid",41.8406,1.3658,0,3.2,6.2,98,2.8,"MEDIO LLOBREGAT",2026-02-07 17:36:31.24476
16,"Punto grid",41.8806,1.3658,0.5,2.9,6.3,98,2.2,"MEDIO LLOBREGAT",2026-02-07 17:36:31.417979
17,"Punto grid",41.9206,1.3658,1.4,3.4,7.4,98,1.8,"MEDIO LLOBREGAT",2026-02-07 17:36:31.588301
18,"Punto grid",41.9606,1.3658,1.4,3.4,7.4,100,1.8,"MEDIO LLOBREGAT",2026-02-07 17:36:31.758822
19,"Punto grid",42.0006,1.3658,3,4.4,8.2,100,3,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-07 17:36:31.932047
20,"Punto grid",42.0406,1.3658,4.2,5.4,9.2,100,4.2,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-07 17:36:32.103519
21,"Punto grid",42.0806,1.3658,4.7,6.4,10.8,100,4.7,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-07 17:36:32.274944
22,"Punto grid",42.1206,1.3658,0.1,3.3,10.9,100,3.2,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-07 17:36:32.446573
23,"Punto grid",42.1606,1.3658,0,3.1,10.9,100,3.1,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-07 17:36:32.618342
24,"Punto grid",42.2006,1.3658,0,1.5,8.4,98,2.6,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-07 17:36:32.789066
25,"Punto grid",42.2406,1.3658,0,0.4,7.5,98,2.5,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-07 17:36:32.958279
26,"Punto grid",42.2806,1.3658,0,0,7,98,2.4,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-07 17:36:33.128718
27,"Punto grid",41.2806,1.4058,0,2.4,2.4,100,1.2,"DELTA",2026-02-07 17:36:33.296216
28,"Punto grid",41.3206,1.4058,0,2.4,2.4,95,1.4,"DELTA",2026-02-07 17:36:33.467367
29,"Punto grid",41.3606,1.4058,0,2.4,2.8,95,1.6,"DELTA",2026-02-07 17:36:33.639686
30,"Punto grid",41.4006,1.4058,0,3,3.8,95,2,"BAJO LLOBREGAT",2026-02-07 17:36:33.810548
31,"Punto grid",41.4406,1.4058,0,3.2,4,93,2.2,"BAJO LLOBREGAT",2026-02-07 17:36:33.980501
32,"Punto grid",41.4806,1.4058,0,3.8,5.2,93,2.6,"BAJO LLOBREGAT",2026-02-07 17:36:34.151112
33,"Punto grid",41.5206,1.4058,0,3.8,5.2,93,2.6,"BAJO LLOBREGAT",2026-02-07 17:36:34.321292
34,"Punto grid",41.5606,1.4058,0,3.6,5,93,2,"BAJO LLOBREGAT",2026-02-07 17:36:34.493703
35,"Punto grid",41.6006,1.4058,0,3.4,5,95,1.8,"BAJO LLOBREGAT",2026-02-07 17:36:34.663976
36,"Punto grid",41.6406,1.4058,0,3.4,5,95,1.8,"BAJO LLOBREGAT",2026-02-07 17:36:34.834804
37,"Punto grid",41.6806,1.4058,0,3.2,5.4,95,2.2,"BAJO LLOBREGAT",2026-02-07 17:36:35.004667
38,"Punto grid",41.7206,1.4058,0,3.4,6.2,98,2.8,"MEDIO LLOBREGAT",2026-02-07 17:36:35.176861
39,"Punto grid",41.7606,1.4058,0,3.4,6.2,98,2.8,"MEDIO LLOBREGAT",2026-02-07 17:36:35.347317
40,"Punto grid",41.8006,1.4058,0,3.2,6.2,98,2.8,"MEDIO LLOBREGAT",2026-02-07 17:36:35.51777
41,"Punto grid",41.8406,1.4058,0,3.2,6.2,98,2.8,"MEDIO LLOBREGAT",2026-02-07 17:36:35.684998
42,"Punto grid",41.8806,1.4058,0.5,2.9,6.3,98,2.2,"MEDIO LLOBREGAT",2026-02-07 17:36:35.854887
43,"Punto grid",41.9206,1.4058,1.4,3.4,7.4,98,1.8,"MEDIO LLOBREGAT",2026-02-07 17:36:36.025625
44,"Punto grid",41.9606,1.4058,1.4,3.4,7.4,100,1.8,"MEDIO LLOBREGAT",2026-02-07 17:36:36.195532
45,"Punto grid",42.0006,1.4058,3,4.4,8.2,100,3,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-07 17:36:36.368436
46,"Punto grid",42.0406,1.4058,4.2,5.4,9.2,100,4.2,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-07 17:36:36.539646
47,"Punto grid",42.0806,1.4058,4.2,5.4,9.2,100,4.2,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-07 17:36:36.710526
48,"Punto grid",42.1206,1.4058,0,3.1,11.1,100,3.1,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-07 17:36:36.881384
49,"Punto grid",42.1606,1.4058,0,3.3,8.9,100,3.3,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-07 17:36:37.052802
50,"Punto grid",42.2006,1.4058,0,2.5,6.7,98,2.5,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-07 17:36:37.223837
51,"Punto grid",42.2406,1.4058,0,0.3,4.7,98,1.7,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-07 17:36:37.393186
52,"Punto grid",42.2806,1.4058,0,0,6.7,98,2.6,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-07 17:36:37.56379
53,"Punto grid",41.2806,1.4458,0,2.2,2.3,95,1.2,"DELTA",2026-02-07 17:36:37.735467
