"ID","Localidad","Lat","Lon","Precip_1h","Precip_24h","Precip_48h","Prob_Max","Pico_Valor","Zona_Llobregat","Timestamp_Captura"
1,"Punto grid",41.2806,1.3658,0,4,4,98,1.2,"DELTA",2026-02-05 02:49:02.764701
2,"Punto grid",41.3206,1.3658,0,4.2,4.2,100,1,"DELTA",2026-02-05 02:49:02.938446
3,"Punto grid",41.3606,1.3658,0,5.1,5.1,100,1.2,"DELTA",2026-02-05 02:49:03.09476
4,"Punto grid",41.4006,1.3658,0,5.1,5.1,100,1.2,"BAJO LLOBREGAT",2026-02-05 02:49:03.251003
5,"Punto grid",41.4406,1.3658,0,7.5,7.5,100,1.8,"BAJO LLOBREGAT",2026-02-05 02:49:03.407608
6,"Punto grid",41.4806,1.3658,0,7.5,7.5,100,2,"BAJO LLOBREGAT",2026-02-05 02:49:03.563891
7,"Punto grid",41.5206,1.3658,0,7.5,7.5,100,2,"BAJO LLOBREGAT",2026-02-05 02:49:03.720718
8,"Punto grid",41.5606,1.3658,0,9.7,9.7,100,2.6,"BAJO LLOBREGAT",2026-02-05 02:49:03.87745
9,"Punto grid",41.6006,1.3658,0,12.4,12.4,100,4.6,"BAJO LLOBREGAT",2026-02-05 02:49:04.039407
10,"Punto grid",41.6406,1.3658,0,12.4,12.4,100,4.6,"BAJO LLOBREGAT",2026-02-05 02:49:04.196014
11,"Punto grid",41.6806,1.3658,0,15.8,15.8,100,6.2,"BAJO LLOBREGAT",2026-02-05 02:49:04.35227
12,"Punto grid",41.7206,1.3658,0,17.8,17.8,100,7,"MEDIO LLOBREGAT",2026-02-05 02:49:04.508524
13,"Punto grid",41.7606,1.3658,0,17.8,17.8,100,7,"MEDIO LLOBREGAT",2026-02-05 02:49:04.668339
14,"Punto grid",41.8006,1.3658,0,20.1,20.1,100,7.8,"MEDIO LLOBREGAT",2026-02-05 02:49:04.823651
15,"Punto grid",41.8406,1.3658,0,20.1,20.1,100,7.8,"MEDIO LLOBREGAT",2026-02-05 02:49:04.979355
16,"Punto grid",41.8806,1.3658,0,20,20,100,7.4,"MEDIO LLOBREGAT",2026-02-05 02:49:05.135053
17,"Punto grid",41.9206,1.3658,0,18.3,18.3,100,6.4,"MEDIO LLOBREGAT",2026-02-05 02:49:05.290506
18,"Punto grid",41.9606,1.3658,0,18.3,18.3,100,6.4,"MEDIO LLOBREGAT",2026-02-05 02:49:05.446326
19,"Punto grid",42.0006,1.3658,0,16.6,16.6,100,5.4,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-05 02:49:05.602611
20,"Punto grid",42.0406,1.3658,0,17.7,17.7,100,4.8,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-05 02:49:05.758108
21,"Punto grid",42.0806,1.3658,0,22.2,22.6,100,5.4,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-05 02:49:05.913762
22,"Punto grid",42.1206,1.3658,0,32.2,34,100,8.7,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-05 02:49:06.069502
23,"Punto grid",42.1606,1.3658,0,30.3,33.8,100,8.3,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-05 02:49:06.225515
24,"Punto grid",42.2006,1.3658,0,33.9,37.6,100,9.6,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-05 02:49:06.381109
25,"Punto grid",42.2406,1.3658,0,32.1,36.5,100,8.8,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-05 02:49:06.537097
26,"Punto grid",42.2806,1.3658,0,30.4,34.5,100,6.9,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-05 02:49:06.692974
27,"Punto grid",41.2806,1.4058,0,4,4,98,1.2,"DELTA",2026-02-05 02:49:06.848799
28,"Punto grid",41.3206,1.4058,0,4.2,4.2,100,1,"DELTA",2026-02-05 02:49:07.004451
29,"Punto grid",41.3606,1.4058,0,5.1,5.1,100,1.2,"DELTA",2026-02-05 02:49:07.161826
30,"Punto grid",41.4006,1.4058,0,6.1,6.1,100,1.6,"BAJO LLOBREGAT",2026-02-05 02:49:07.317677
31,"Punto grid",41.4406,1.4058,0,7.5,7.5,100,1.8,"BAJO LLOBREGAT",2026-02-05 02:49:07.477468
32,"Punto grid",41.4806,1.4058,0,7.5,7.5,100,2,"BAJO LLOBREGAT",2026-02-05 02:49:07.633282
33,"Punto grid",41.5206,1.4058,0,7.5,7.5,100,2,"BAJO LLOBREGAT",2026-02-05 02:49:07.788752
34,"Punto grid",41.5606,1.4058,0,9.7,9.7,100,2.6,"BAJO LLOBREGAT",2026-02-05 02:49:07.944402
35,"Punto grid",41.6006,1.4058,0,12.4,12.4,100,4.6,"BAJO LLOBREGAT",2026-02-05 02:49:08.100381
36,"Punto grid",41.6406,1.4058,0,12.4,12.4,100,4.6,"BAJO LLOBREGAT",2026-02-05 02:49:08.256018
37,"Punto grid",41.6806,1.4058,0,15.8,15.8,100,6.2,"BAJO LLOBREGAT",2026-02-05 02:49:08.411853
38,"Punto grid",41.7206,1.4058,0,17.8,17.8,100,7,"MEDIO LLOBREGAT",2026-02-05 02:49:08.567064
